plan,switches,total_price,full_price,nights_private_bathroom,nights_private_bath_and_kitchen,segment_detail,label,equivalent_alternatives,warning
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Aug 4) → Room 9 (Aug 4–Aug 12),6,4022.35,6065.0,56,16,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 22 nights × avg £92.50, 35% off = £1322.75 | Room 9: 8 nights × avg £117.50, 35% off = £611.00",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Aug 4) → Room 9 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Aug 4) → Room 9 (Aug 4–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Aug 3) → Room 9 (Aug 3–Aug 12),6,4032.1,6080.0,56,17,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 21 nights × avg £92.62, 35% off = £1264.25 | Room 9: 9 nights × avg £116.11, 35% off = £679.25",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Aug 3) → Room 9 (Aug 3–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Aug 3) → Room 9 (Aug 3–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Aug 2) → Room 9 (Aug 2–Aug 12),6,4041.85,6095.0,56,18,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 20 nights × avg £92.75, 35% off = £1205.75 | Room 9: 10 nights × avg £115.00, 35% off = £747.50",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Aug 2) → Room 9 (Aug 2–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Aug 2) → Room 9 (Aug 2–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Aug 1) → Room 9 (Aug 1–Aug 12),6,4054.85,6115.0,56,19,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 19 nights × avg £92.11, 35% off = £1137.50 | Room 9: 11 nights × avg £115.91, 35% off = £828.75",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Aug 1) → Room 9 (Aug 1–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Aug 1) → Room 9 (Aug 1–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 31) → Room 9 (Jul 31–Aug 12),6,4067.85,6135.0,56,20,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 18 nights × avg £91.67, 35% off = £1072.50 | Room 9: 12 nights × avg £116.25, 35% off = £906.75",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 31) → Room 9 (Jul 31–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 31) → Room 9 (Jul 31–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 30) → Room 9 (Jul 30–Aug 12),6,4080.85,6155.0,56,21,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 17 nights × avg £91.76, 35% off = £1014.00 | Room 9: 13 nights × avg £115.77, 35% off = £978.25",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 30) → Room 9 (Jul 30–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 30) → Room 9 (Jul 30–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 29) → Room 9 (Jul 29–Aug 12),6,4093.85,6175.0,56,22,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 16 nights × avg £91.56, 35% off = £952.25 | Room 9: 14 nights × avg £115.71, 35% off = £1053.00",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 29) → Room 9 (Jul 29–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 29) → Room 9 (Jul 29–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 28) → Room 9 (Jul 28–Aug 12),6,4106.85,6195.0,56,23,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 15 nights × avg £91.33, 35% off = £890.50 | Room 9: 15 nights × avg £115.67, 35% off = £1127.75",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 28) → Room 9 (Jul 28–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 28) → Room 9 (Jul 28–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 27) → Room 9 (Jul 27–Aug 12),6,4116.6,6210.0,56,24,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 14 nights × avg £91.43, 35% off = £832.00 | Room 9: 16 nights × avg £115.00, 35% off = £1196.00",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 27) → Room 9 (Jul 27–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 27) → Room 9 (Jul 27–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 26) → Room 9 (Jul 26–Aug 12),6,4129.6,6230.0,56,25,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 13 nights × avg £91.54, 35% off = £773.50 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 26) → Room 9 (Jul 26–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 26) → Room 9 (Jul 26–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 8 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 26) → Room 9 (Jul 26–Aug 12),6,4148.9,6250.0,56,26,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 8: 2 nights × avg £150.00, 20% off = £240.00 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 13 nights × avg £91.54, 35% off = £773.50 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 8 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 26) → Room 9 (Jul 26–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 8 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 26) → Room 9 (Jul 26–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 8 (Jun 29–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 26) → Room 9 (Jul 26–Aug 12),6,4208.65,6295.0,56,27,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 3: 2 nights × avg £70.00, 20% off = £112.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 8: 2 nights × avg £150.00, 20% off = £240.00 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 20 nights × avg £109.00, 35% off = £1417.00 | Room 9: 17 nights × avg £114.71, 35% off = £1267.50",most private bathroom nights,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 20) → Room 9 (Jul 20–Jul 23) → Room 3 (Jul 23–Aug 12),7,3982.45,5960.0,56,11,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 7 nights × avg £92.86, 35% off = £422.50 | Room 9: 3 nights × avg £105.00, 26% off = £233.10 | Room 3: 20 nights × avg £95.25, 35% off = £1238.25",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 21) → Room 9 (Jul 21–Jul 24) → Room 3 (Jul 24–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 21) → Room 9 (Jul 21–Jul 24) → Room 3 (Jul 24–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 30) → Room 9 (Jul 30–Aug 4) → Room 2 (Aug 4–Aug 12),7,3997.05,6000.0,56,13,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 17 nights × avg £91.76, 35% off = £1014.00 | Room 9: 5 nights × avg £113.00, 32% off = £384.20 | Room 2: 8 nights × avg £98.12, 35% off = £510.25",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 30) → Room 9 (Jul 30–Aug 4) → Room 2 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 30) → Room 9 (Jul 30–Aug 4) → Room 2 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 30) → Room 9 (Jul 30–Aug 4) → Room 3 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 30) → Room 9 (Jul 30–Aug 4) → Room 3 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 30) → Room 9 (Jul 30–Aug 4) → Room 3 (Aug 4–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 27) → Room 9 (Jul 27–Aug 3) → Room 2 (Aug 3–Aug 12),7,4006.1,6040.0,56,15,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 14 nights × avg £91.43, 35% off = £832.00 | Room 9: 7 nights × avg £113.57, 35% off = £516.75 | Room 2: 9 nights × avg £97.22, 35% off = £568.75",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 27) → Room 9 (Jul 27–Aug 3) → Room 2 (Aug 3–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 27) → Room 9 (Jul 27–Aug 3) → Room 2 (Aug 3–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 28) → Room 9 (Jul 28–Aug 4) → Room 2 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 28) → Room 9 (Jul 28–Aug 4) → Room 2 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 28) → Room 9 (Jul 28–Aug 4) → Room 2 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 2 (Aug 5–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 2 (Aug 5–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 2 (Aug 5–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 27) → Room 9 (Jul 27–Aug 3) → Room 3 (Aug 3–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 27) → Room 9 (Jul 27–Aug 3) → Room 3 (Aug 3–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 27) → Room 9 (Jul 27–Aug 3) → Room 3 (Aug 3–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 28) → Room 9 (Jul 28–Aug 4) → Room 3 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 28) → Room 9 (Jul 28–Aug 4) → Room 3 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 28) → Room 9 (Jul 28–Aug 4) → Room 3 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 3 (Aug 5–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 3 (Aug 5–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 3 (Aug 5–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 27) → Room 9 (Jul 27–Aug 4) → Room 2 (Aug 4–Aug 12),7,4015.85,6055.0,56,16,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 8 nights × avg £98.12, 35% off = £510.25 | Room 8: 3 nights × avg £143.33, 26% off = £318.20 | Room 3: 5 nights × avg £141.00, 32% off = £479.40 | Room 8: 7 nights × avg £135.00, 35% off = £614.25 | Room 3: 14 nights × avg £91.43, 35% off = £832.00 | Room 9: 8 nights × avg £112.50, 35% off = £585.00 | Room 2: 8 nights × avg £98.12, 35% off = £510.25",most private bathroom nights,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 27) → Room 9 (Jul 27–Aug 4) → Room 2 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 27) → Room 9 (Jul 27–Aug 4) → Room 2 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 13) → Room 3 (Jul 13–Jul 27) → Room 9 (Jul 27–Aug 4) → Room 3 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 14) → Room 3 (Jul 14–Jul 27) → Room 9 (Jul 27–Aug 4) → Room 3 (Aug 4–Aug 12); Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 15) → Room 3 (Jul 15–Jul 27) → Room 9 (Jul 27–Aug 4) → Room 3 (Aug 4–Aug 12),UNALLOCATED bookings overlap this range (9)
